"","full_name","castaway_id","castaway","version","version_season","season_name","season","age","city","state","episode","day","order","result","jury_status","original_tribe","date_of_birth","date_of_death","gender","race","ethnicity","poc","occupation","personality_type","screen_time_ep1","confessional_count_ep1","ncontestants","age_group","OUT"
"106","Bill Posley","US0357","Bill","US","US24","Survivor: One World",24,28,"Venice","California",4,11,4,"3rd voted out",NA,"Manono",1983-09-28,NA,"Male","Black",NA,"POC","Stand-Up Comedian","ENFP",NA,0,17,"26-29",NA
"107","Binyamin Burdo","AU0099","Benny","AU","AU06","Survivor Australia: Brains vs. Brawn",6,38,"Los Angeles","California",4,9,4,"4th voted out",NA,"Brawn",NA,NA,"Male",NA,NA,NA,"Entrepreneur",NA,NA,0,26,"35-39",NA
"108","Blake Towsley","US0155","Blake","US","US11","Survivor: Guatemala",11,24,"Dallas","Texas",5,14,5,"5th voted out",NA,"Nakum",1981-05-05,NA,"Male",NA,NA,"White","Real Estate Broker","ESTP",NA,1,18,"22-25",NA
"109","Bobby Jon Drinkard","US0141","Bobby Jon","US","US11","Survivor: Guatemala",11,28,"Los Angeles","California",9,24,10,"10th voted out","1st jury member","Nakum",1977-05-10,NA,"Male",NA,NA,"White","Waiter","ISTP",NA,5,18,"26-29",NA
"110","Bobby Mason","US0171","Bobby","US","US12","Survivor: Panama",12,32,"Los Angeles","California",5,14,5,"5th voted out",NA,"Viveros",1973-08-20,NA,"Male","Black",NA,"POC","Attorney","ISTP",NA,1,16,"30-34",NA
"111","Bonnie Henna","SA0065","Bonnie","SA","SA04","Survivor South Africa: Maldives",4,31,"Cape Town","Western Cape",13,27,17,"15th voted out","10th jury member","Celeb",1979-03-18,NA,"Female",NA,NA,NA,"Actress",NA,NA,2,19,"30-34",NA
"112","Brad Culpepper","US0401","Brad","US","US34","Survivor: Game Changers",34,47,"Tampa","Florida",14,39,19,"Runner-up",NA,"Nuku",1969-05-08,NA,"Male",NA,NA,"White","Attorney/Retired NFL Player","ESTJ",NA,2,20,"45-50",NA
"113","Brad Culpepper","US0401","Brad","US","US27","Survivor: Blood vs. Water",27,44,"Tampa","Florida",4,10,8,"6th voted out",NA,"Tadhana",1969-05-08,NA,"Male",NA,NA,"White","Attorney/Retired NFL Player","ESTJ",NA,11,23,"40-44",NA
"114","Brad Reese","US0602","Brad","US","US41","Survivor: 41",41,50,"Shawnee","Wyoming",3,7,4,"4th voted out",NA,"Ua",1971-07-21,NA,"Male",NA,NA,"White","Rancher","ESFP",NA,1,18,"45-50",NA
"115","Brad Virata","US0191","Brad","US","US13","Survivor: Cook Islands",13,29,"Santa Monica","California",9,21,9,"9th voted out","1st jury member","Puka Puka",1976-11-23,NA,"Male","Asian","Asian American","POC","Fashion Director","INFJ",NA,1,20,"26-29",NA
"116","Bradley Kleihege","US0523","Bradley","US","US36","Survivor: Ghost Island",36,26,"Los Angeles","California",6,19,7,"7th voted out",NA,"Naviti",1990-09-14,NA,"Male",NA,NA,"White","Law Student","ENTJ",NA,0,20,"26-29",NA
"117","Brady Finta","US0117","Brady","US","US09","Survivor: Vanuatu",9,33,"Huntington Beach","California",4,10,5,"5th voted out",NA,"Lopevi",1970-12-17,NA,"Male",NA,NA,"White","FBI Agent","ISTJ",NA,4,18,"30-34",NA
"118","Brandon Bellinger","US0159","Brandon","US","US11","Survivor: Guatemala",11,22,"Manhattan","Kansas",8,21,9,"9th voted out",NA,"Nakum",1983-01-22,NA,"Male",NA,NA,"White","Farmer","ISTP",NA,4,18,"22-25",NA
"119","Brandon Hantz","US0350","Brandon","US","US23","Survivor: South Pacific",23,19,"Katy","Texas",14,35,15,"15th voted out","7th jury member","Upolu",1991-10-15,NA,"Male",NA,NA,"White","Oil Tanker Crewman;Chemical Disposal","ESFP",NA,6,20,"18-21",NA
"120","Brandon Hantz","US0350","Brandon","US","US26","Survivor: Caramoan",26,20,"Katy","Texas",5,13,6,"5th voted out",NA,"Bikal",1991-10-15,NA,"Male",NA,NA,"White","Oil Tanker Crewman;Chemical Disposal","ESFP",NA,2,20,"18-21",NA
"121","Brandon Quinton","US0041","Brandon","US","US03","Survivor: Africa",3,25,"Dallas","Texas",10,27,9,"9th voted out","2nd jury member","Samburu",1976-01-22,NA,"Male",NA,NA,"White","Bartender","ENFP",NA,2,16,"22-25",NA
"122","Brenda Lowe","US0312","Brenda","US","US26","Survivor: Caramoan",26,29,"Miami","Florida",13,36,15,"14th voted out","6th jury member","Bikal",1982-11-03,NA,"Female","Asian","Hispanic or Latino","POC","Paddleboard Company Owner","INTJ",NA,1,20,"26-29",NA
"123","Brenda Lowe","US0312","Brenda","US","US21","Survivor: Nicaragua",21,27,"Miami","Florida",10,27,11,"11th voted out","3rd jury member","La Flor",1982-11-03,NA,"Female","Asian","Hispanic or Latino","POC","Paddleboard Company Owner","INTJ",NA,2,20,"26-29",NA
"124","Brendan Shapiro","US0520","Brendan","US","US36","Survivor: Ghost Island",36,40,"Herndon","Virginia",3,12,4,"4th voted out",NA,"Malolo",1976-06-17,NA,"Male",NA,NA,"White","Physical Education Teacher","ENFJ",NA,2,20,"35-39",NA
"125","Brendan Synnott","US0273","Brendan","US","US18","Survivor: Tocantins",18,30,"Vail","Colorado",9,24,8,"7th voted out","1st jury member","Timbira",1978-09-28,NA,"Male",NA,NA,"White","Entrepreneur","ENTP",NA,1,16,"26-29",NA
"126","Bret LaBelle","US0494","Bret","US","US33","Survivor: Millennials vs. Gen X",33,42,"Dedham","Massachusetts",13,37,16,"16th voted out","9th jury member","Takali",1973-08-20,NA,"Male",NA,NA,"White","Police Sergeant","ESFJ",NA,4,20,"40-44",NA
"127","Brett Clouser","US0298","Brett","US","US19","Survivor: Samoa",19,23,"Los Angeles","California",15,38,17,"15th voted out","9th jury member","Galu",1985-12-27,NA,"Male",NA,NA,"White","T-Shirt Designer","ISFP",NA,1,20,"22-25",NA
"128","Brian Corridan","US0157","Brian","US","US11","Survivor: Guatemala",11,22,"New York City","New York",6,15,7,"7th voted out",NA,"Yaxha",1983-02-10,NA,"Male",NA,NA,"White","Ivy League Student","ENTP",NA,3,18,"22-25",NA
"129","Brian Heidik","US0080","Brian","US","US05","Survivor: Thailand",5,34,"Quartz Hill","California",15,39,16,"Sole Survivor",NA,"Chuay Gahn",1968-03-09,NA,"Male",NA,NA,"White","Used Car Salesman","ISTP",NA,1,16,"30-34",NA
"130","Brian Lake","AU0069","Brian","AU","AU03","Survivor Australia: Champions vs. Contenders",3,36,"Caroline Springs","VIC",24,49,23,"23rd voted out","9th jury member","Champions",1982-02-27,NA,"Male",NA,NA,NA,"Former AFL Star",NA,NA,1,25,"35-39",NA
"131","Briana Goodchild","AU0131","Briana","AU","AU07","Survivor Australia: Blood vs. Water",7,26,NA,"Queensland",2,NA,2,"2nd voted out",NA,"Water",NA,NA,"Female",NA,NA,NA,NA,"ESFP",NA,5,28,"26-29",NA
"132","Brianna Varela","US0153","Brianna","US","US11","Survivor: Guatemala",11,21,"Edmonds","Washington",3,8,3,"3rd voted out",NA,"Yaxha",1983-10-29,NA,"Female",NA,"Hispanic or Latino","POC","Retail Salesperson","ENFP",NA,1,18,"18-21",NA
"133","Brice Johnston","US0409","Brice","US","US28","Survivor: Cagayan",28,27,"Philadelphia","Pennsylvania",2,8,3,"3rd voted out",NA,"Solana",1986-02-20,NA,"Male","Black",NA,"POC","Social Worker","ENFP",NA,4,18,"26-29",NA
"134","Brigitte Willers","SA0008","Brigitte","SA","SA01","Survivor South Africa: Panama",1,24,"Johannesburg","Gauteng",8,19,8,"6th voted out","1st jury member","Aguila",1980-12-17,NA,"Female",NA,NA,NA,"Sports Model",NA,NA,3,16,"22-25",NA
"135","Brook Geraghty","US0113","Brook","US","US09","Survivor: Vanuatu",9,27,"Winthrop","Massachusetts",1,3,1,"1st voted out",NA,"Lopevi",1976-11-20,NA,"Male",NA,NA,"White","Document Manager","INTP",NA,4,18,"26-29",1
"136","Brooke Jowett","AU0018","Brooke","AU","AU05","Survivor Australia: All Stars",5,26,"Melbourne","Victoria",23,47,21,"20th voted out","8th jury member","Vakama",1993-02-25,NA,"Female",NA,NA,NA,"Sales Executive",NA,NA,2,24,"26-29",NA
"137","Brooke Jowett","AU0018","Brooke","AU","AU01","Survivor Australia: 2016",1,23,"Melbourne","VIC",21,45,18,"17th voted out","5th jury member","Saanapu",1993-02-25,NA,"Female",NA,NA,NA,"Sales Executive",NA,NA,0,24,"22-25",NA
"138","Brooke Struck","US0154","Brooke","US","US11","Survivor: Guatemala",11,25,"Hood River","Oregon",4,11,4,"4th voted out",NA,"Nakum",1979-07-30,NA,"Female",NA,NA,"White","Law Student","ISTJ",NA,2,18,"22-25",NA
"139","Buhle Madlala","SA0086","Buhle","SA","SA05","Survivor South Africa: Champions",5,35,"Northcliff","Gauteng",18,27,19,"Runner-up",NA,"Utara",NA,NA,"Female",NA,NA,NA,"Events Planner",NA,NA,4,20,"30-34",NA
"140","Burton Roberts","US0100","Burton","US","US07","Survivor: Pearl Islands",7,31,"San Francisco","California",4,12,4,"4th voted out",NA,"Drake",1972-04-10,NA,"Male",NA,NA,"White","Marketing Executive","ISTJ",NA,4,18,"30-34",NA
"141","Burton Roberts","US0100","Burton","US","US07","Survivor: Pearl Islands",7,31,"San Francisco","California",13,36,14,"13th voted out","5th jury member","Drake",1972-04-10,NA,"Male",NA,NA,"White","Marketing Executive","ISTJ",NA,4,18,"30-34",NA
"142","Butch Lockley","US0093","Butch","US","US06","Survivor: The Amazon",6,50,"Olney","Illinois",14,37,13,"13th voted out","6th jury member","Tambaqui",1952-08-28,NA,"Male",NA,NA,"White","Principal","ISFJ",NA,1,15,"45-50",NA
"143","Caleb Bankston","US0403","Caleb","US","US27","Survivor: Blood vs. Water",27,26,"Collinsville","Alabama",11,29,16,"14th voted out","3rd jury member","Tadhana",1987-03-26,2014-06-24,"Male",NA,NA,"White","Post Office Manager/Farmer","ISTP",NA,4,23,"26-29",NA
"144","Caleb Reynolds","US0464","Caleb","US","US34","Survivor: Game Changers",34,28,"Hopkinsville","Kentucky",2,9,3,"3rd voted out",NA,"Mana",1987-11-27,NA,"Male",NA,NA,"White","Army Veteran","ESFP",NA,5,20,"26-29",NA
"145","Candace Smith","US0267","Candace","US","US18","Survivor: Tocantins",18,31,"Los Angeles","California",2,6,2,"2nd voted out",NA,"Timbira",1977-02-01,NA,"Female","Black",NA,"POC","Attorney","ISTJ",NA,0,16,"30-34",NA
"146","Candice Cody","US0195","Candice","US","US27","Survivor: Blood vs. Water",27,30,"Washington","D.C.",1,1,2,"2nd voted out",NA,"Galang",1982-11-12,NA,"Female",NA,NA,"White","Pre-Med Student;Physician/Anesthesiology Resident","ISTJ",NA,3,23,"26-29",2
"147","Cara Atchison","AU0116","Cara","AU","AU06","Survivor Australia: Brains vs. Brawn",6,47,"Sydney","NSW",23,45,23,"22nd voted out","8th jury member","Brains",NA,NA,"Female",NA,NA,NA,"Real Estate Agent",NA,NA,1,26,"45-50",NA
"148","Carl Bilancione","US0035","Carl","US","US03","Survivor: Africa",3,46,"Winter Springs","Florida",3,9,3,"3rd voted out",NA,"Samburu",1955-06-20,NA,"Male",NA,NA,"White","Dentist","ESTJ",NA,0,16,"45-50",NA
"149","Carl Boudreaux","US0548","Carl","US","US37","Survivor: David vs. Goliath",37,41,"Houston","Texas",10,30,12,"10th voted out","5th jury member","David",1976-10-29,NA,"Male","Black",NA,"POC","Truck Driver","ISFJ",NA,3,20,"40-44",NA
"150","Carla Gubb","SA0132","Carla","SA","SA08","Survivor South Africa: Immunity Island",8,29,"Cape Town","Western Cape",5,13,6,"6th voted out",NA,"Vuna",NA,NA,"Female",NA,NA,NA,"Corporate Sales Executive",NA,NA,4,20,"26-29",NA
"151","Carmel Fisher","SA0053","Carmel","SA","SA04","Survivor South Africa: Maldives",4,29,"Johannesburg","Gauteng",5,11,5,"5th voted out",NA,"Celeb",1981-07-17,NA,"Female",NA,NA,NA,"Actress",NA,NA,4,19,"26-29",NA
"152","Carolina Eastwood","US0266","Carolina","US","US18","Survivor: Tocantins",18,26,"West Hollywood","California",1,3,1,"1st voted out",NA,"Jalapao",1981-10-27,NA,"Female","Panamanian American","Hispanic or Latino","POC","Bartender","ESTJ",NA,4,16,"26-29",NA
"153","Carolyn Rivera","US0459","Carolyn","US","US30","Survivor: Worlds Apart",30,52,"Tampa","Florida",15,39,17,"Co-runner-up",NA,"Masaya",1961-10-07,NA,"Female",NA,NA,"White","Corporate Executive","ENTP",NA,13,18,"51-55",NA
"154","Carter Williams","US0382","Carter","US","US25","Survivor: Philippines",25,23,"Shawnee","Kansas",12,33,13,"12th voted out","6th jury member","Kalabaw",1987-05-26,NA,"Male",NA,NA,"White","Track Coach","ISFP",NA,0,18,"22-25",NA
"155","Caryn Groedel","US0146","Caryn","US","US10","Survivor: Palau",10,46,"Solon","Ohio",13,36,16,"12th voted out","5th jury member","Koror",1958-08-13,NA,"Female","White","Jewish","White","Civil Rights Lawyer","ISTJ",NA,1,20,"45-50",NA
"156","Casey Hawkins","AU0081","Casey","AU","AU04","Survivor Australia: Champions vs. Contenders (2019)",4,31,"Adelaide","SA",11,24,10,"10th voted out",NA,"Contenders",NA,NA,"Female",NA,NA,NA,"Educator",NA,NA,0,25,"30-34",NA
"157","Cassandra Franklin","US0220","Cassandra","US","US14","Survivor: Fiji",14,42,"Los Angeles","California",15,39,18,"Co-runner-up",NA,"Moto",1964-04-19,NA,"Female","Black",NA,"POC","College Administrator","ISFJ",NA,2,19,"40-44",NA
"158","Cassidy Clark","US0627","Cassidy","US","US43","Survivor: 43",43,26,"Austin","Texas",NA,NA,NA,NA,NA,"Coco",1996-01-16,NA,"Female",NA,NA,"White","Designer",NA,NA,2,NA,"26-29",NA
"159","Cecilia Mansilla","US0185","Cecilia","US","US13","Survivor: Cook Islands",13,29,"Oakland","California",3,8,3,"3rd voted out",NA,"Aitutaki",1977-01-13,NA,"Female","Peruvian American","Hispanic or Latino","POC","Risk Consultant","ISTJ",NA,1,20,"26-29",NA
"160","Chanelle Howell","US0609","Chanelle","US","US42","Survivor: 42",42,28,"New York City","New York",8,16,8,"7th voted out","1st jury member","Vati",1992-08-22,NA,"Female","Black",NA,"POC","Executive Recruiter","ENTJ",159,2,18,"26-29",NA
"161","Charlie Herschel","US0257","Charlie","US","US17","Survivor: Gabon",17,29,"New York City","New York",8,27,10,"10th voted out","2nd jury member","Kota",1979-05-12,NA,"Male","White","Jewish","White","Lawyer","ENFP",NA,6,18,"26-29",NA
"162","Chase Rice","US0320","Chase","US","US21","Survivor: Nicaragua",21,24,"Fairview","North Carolina",16,39,19,"Runner-up",NA,"La Flor",1985-09-19,NA,"Male",NA,NA,"White","Pro Racecar Jackman","ISFP",NA,2,20,"22-25",NA
"163","Chelsea Meissner","US0369","Chelsea","US","US24","Survivor: One World",24,26,"Charleston","South Carolina",15,39,16,"2nd runner-up",NA,"Salani",1985-06-13,NA,"Female",NA,NA,"White","Medical Sales","ISFP",NA,3,17,"26-29",NA
"164","Chelsea Townsend","US0529","Chelsea","US","US36","Survivor: Ghost Island",36,25,"Los Angeles","California",11,32,13,"13th voted out","6th jury member","Naviti",1992-05-25,NA,"Female",NA,NA,"White","EMT/Pro Cheerleader","ISFP",NA,0,20,"22-25",NA
"165","Chelsea Walker","US0574","Chelsea","US","US39","Survivor: Island of the Idols",39,27,"Los Angeles","California",4,11,4,"4th voted out",NA,"Lairo",1992-03-10,NA,"Female",NA,NA,"White","Digital Content Creator","ENTP",NA,1,20,"26-29",NA
"166","Chet Welch","US0241","Chet","US","US16","Survivor: Micronesia",16,48,"Ford City","Pennsylvania",6,17,7,"6th voted out",NA,"Airai",1959-10-22,NA,"Male",NA,NA,"White","Pageant Coach","INFP",NA,0,20,"45-50",NA
"167","Chris Daugherty","US0130","Chris","US","US09","Survivor: Vanuatu",9,33,"South Vienna","Ohio",15,39,18,"Sole Survivor",NA,"Lopevi",1970-08-29,NA,"Male",NA,NA,"White","Highway Construction Worker","ENTP",NA,4,18,"30-34",NA
"168","Chris Hammons","US0488","Chris","US","US33","Survivor: Millennials vs. Gen X",33,38,"Moore","Oklahoma",10,28,10,"10th voted out","3rd jury member","Takali",1978-04-01,NA,"Male",NA,NA,"White","Trial Lawyer","ISTJ",NA,5,20,"35-39",NA
"169","Chris Noble","US0524","Chris","US","US36","Survivor: Ghost Island",36,27,"Brooklyn","New York",7,22,8,"8th voted out","1st jury member","Naviti",1989-12-04,NA,"Male",NA,NA,"White","Male Model","ESTJ",NA,2,20,"26-29",NA
"170","Chris Underwood","US0559","Chris","US","US38","Survivor: Edge of Extinction",38,25,"Greenville","South Carolina",3,8,3,"3rd voted out",NA,"Manu",1992-10-06,NA,"Male",NA,"Hispanic or Latino","POC","District Sales Manager","ENTP",NA,0,20,"22-25",NA
"171","Chris Underwood","US0559","Chris","US","US38","Survivor: Edge of Extinction",38,25,"Greenville","South Carolina",14,39,20,"Sole Survivor",NA,"Manu",1992-10-06,NA,"Male",NA,"Hispanic or Latino","POC","District Sales Manager","ENTP",NA,0,20,"22-25",NA
"172","Chrissy Hofbeck","US0515","Chrissy","US","US35","Survivor: Heroes vs. Healers vs. Hustlers",35,46,"Lebanon Township","New Jersey",14,39,17,"Runner-up",NA,"Levu",1971-03-09,NA,"Female",NA,NA,"White","Actuary","ENTJ",NA,3,18,"45-50",NA
"173","Chrissy Zaremba","AU0132","Chrissy","AU","AU07","Survivor Australia: Blood vs. Water",7,42,NA,"New South Wales",24,NA,27,"2nd runner-up",NA,"Water",NA,NA,"Female",NA,NA,NA,NA,NA,NA,8,28,"40-44",NA
"174","Christa Hastie","US0109","Christa","US","US07","Survivor: Pearl Islands",7,24,"Los Angeles","California",12,33,13,"12th voted out","4th jury member","Drake",1978-11-06,NA,"Female",NA,NA,"White","Computer Programmer","ESFP",NA,7,18,"22-25",NA
"175","Christian Hubicki","US0550","Christian","US","US37","Survivor: David vs. Goliath",37,32,"Tallahassee","Florida",12,35,14,"12th voted out","7th jury member","David",1985-12-06,NA,"Male",NA,NA,"White","Robotics Scientist","ENFP",NA,5,20,"30-34",NA
"176","Christina Cha","US0368","Christina","US","US24","Survivor: One World",24,29,"Hollywood","California",14,38,15,"13th voted out","9th jury member","Salani",1982-09-26,NA,"Female","Asian",NA,"POC","Career Consultant","INFP",NA,1,17,"26-29",NA
"177","Christine Shields Markoski","US0339","Christine","US","US23","Survivor: South Pacific",23,39,"Merrick","New York",2,5,2,"2nd voted out",NA,"Upolu",1971-06-17,NA,"Female",NA,"Hispanic or Latino","POC","Teacher","ESTP",NA,2,20,"35-39",NA
"178","Christy Smith","US0091","Christy","US","US06","Survivor: The Amazon",6,24,"Basalt","Colorado",12,33,11,"11th voted out","4th jury member","Jaburu",1978-09-13,NA,"Female",NA,NA,"White","Children's Adventure Guide","INFP",NA,5,15,"22-25",NA
"179","Ciandre Taylor","US0483","CeCe","US","US33","Survivor: Millennials vs. Gen X",33,39,"Granada Hills","California",5,15,5,"5th voted out",NA,"Takali",1977-03-02,NA,"Female","Black",NA,"POC","Insurance Adjuster","ISFJ",NA,2,20,"35-39",NA
"180","Ciera Eastin","US0406","Ciera","US","US31","Survivor: Cambodia",31,26,"Salem","Oregon",10,26,11,"10th voted out","4th jury member","Bayon",1989-03-05,NA,"Female",NA,NA,"White","Cosmetology Student","INFP",NA,2,20,"26-29",NA
"181","Ciera Eastin","US0406","Ciera","US","US34","Survivor: Game Changers",34,27,"Salem","Oregon",1,3,1,"1st voted out",NA,"Mana",1989-03-05,NA,"Female",NA,NA,"White","Cosmetology Student","INFP",NA,3,20,"26-29",1
"182","Ciera Eastin","US0406","Ciera","US","US27","Survivor: Blood vs. Water",27,24,"Salem","Oregon",14,37,19,"16th voted out","7th jury member","Tadhana",1989-03-05,NA,"Female",NA,NA,"White","Cosmetology Student","INFP",NA,2,23,"22-25",NA
"183","Cindy Hall","US0163","Cindy","US","US11","Survivor: Guatemala",11,31,"Naples","Florida",13,36,14,"14th voted out","5th jury member","Nakum",1974-06-28,NA,"Female",NA,NA,"White","Zookeeper","ISFP",NA,4,18,"30-34",NA
"184","Cindy Nell","SA0034","Cindy","SA","SA03","Survivor South Africa: Santa Carolina",3,28,"Johannesburg","Gauteng",2,6,4,"2nd voted out",NA,"Timbila",1981-10-01,NA,"Female",NA,NA,NA,"Presenter",NA,NA,0,18,"26-29",NA
"185","Cirie Fields","US0179","Cirie","US","US20","Survivor: Heroes vs. Villains",20,39,"Norwalk","Connecticut",4,11,4,"4th voted out",NA,"Heroes",1970-07-18,NA,"Female","Black",NA,"POC","Nurse","ENFJ",NA,4,20,"35-39",NA
"186","Cirie Fields","US0179","Cirie","US","US12","Survivor: Panama",12,35,"Walterboro","South Carolina",14,36,13,"12th voted out","6th jury member","Casaya",1970-07-18,NA,"Female","Black",NA,"POC","Nurse","ENFJ",NA,5,16,"30-34",NA
"187","Cirie Fields","US0179","Cirie","US","US16","Survivor: Micronesia",16,37,"Norwalk","Connecticut",14,38,18,"15th voted out","8th jury member","Malakal",1970-07-18,NA,"Female","Black",NA,"POC","Nurse","ENFJ",NA,2,20,"35-39",NA
"188","Clarence Black","US0039","Clarence","US","US03","Survivor: Africa",3,24,"Detroit","Michigan",7,21,7,"7th voted out",NA,"Boran",1976-12-21,NA,"Male","Black",NA,"POC","Basketball Coach","ISTP",NA,1,16,"22-25",NA
"189","Clay Jordan","US0079","Clay","US","US05","Survivor: Thailand",5,46,"Monroe","Louisiana",15,39,15,"Runner-up",NA,"Chuay Gahn",1955-12-30,2022-05-19,"Male",NA,NA,"White","Restaurant Owner","ESTP",NA,1,16,"45-50",NA
"190","Cliff Robinson","US0411","Cliff","US","US28","Survivor: Cagayan",28,46,"Buffalo","New York",4,14,5,"5th voted out",NA,"Aparri",1966-12-16,2020-08-29,"Male","Black",NA,"POC","Former NBA All-Star","ISTP",NA,5,18,"45-50",NA
"191","Cobus Hugo","SA0118","Cobus","SA","SA07","Survivor South Africa: Island of Secrets",7,27,"Cape Town","Western Cape",13,30,13,"13th voted out","5th jury member","Ta'alo",NA,NA,"Male",NA,NA,NA,"Architect",NA,NA,7,21,"26-29",NA
"192","Coby Archa","US0142","Coby","US","US10","Survivor: Palau",10,32,"Athens","Texas",9,24,12,"9th voted out","1st jury member","Koror",1972-09-08,NA,"Male",NA,NA,"White","Hairstylist","ENFP",NA,5,20,"30-34",NA
"193","Cody Assenmacher","US0628","Cody","US","US43","Survivor: 43",43,35,"Honalulu","Hawaii",NA,NA,NA,NA,NA,"Vesi",1986-12-09,NA,"Male",NA,NA,"White","Elevator Sales",NA,NA,7,NA,"30-34",NA
"194","Colby Donaldson","US0031","Colby","US","US20","Survivor: Heroes vs. Villains",20,35,"Los Angeles","California",14,37,16,"16th voted out","8th jury member","Heroes",1974-04-01,NA,"Male",NA,NA,"White","Auto Customizer","ISTP",NA,7,20,"30-34",NA
